institution_id,MacroCategory,n_papers,doi_list
I123387679,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/infvis.2005.1532137"", ""10.1109/tvcg.2024.3456167""]"
I123387679,Flow Fields & CFD Visualization,2,"[""10.1109/infvis.2001.963291"", ""10.1109/infvis.2002.1173147""]"
I123431417,Diffusion MRI & Tractography,1,"[""10.1109/tvcg.2018.2864491""]"
I123431417,Flow Fields & CFD Visualization,3,"[""10.1109/tvcg.2017.2744258"", ""10.1109/tvcg.2020.3030415"", ""10.1109/visual.2004.7""]"
I12356871,Dimensionality Reduction & Multivariate Plots,3,"[""10.1109/tvcg.2015.2467035"", ""10.1109/tvcg.2017.2745958"", ""10.1109/tvcg.2019.2934790""]"
I12356871,Flow Fields & CFD Visualization,4,"[""10.1109/tvcg.2014.2346403"", ""10.1109/tvcg.2015.2467201"", ""10.1109/tvcg.2019.2934534"", ""10.1109/tvcg.2019.2934593""]"
I12356871,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2014.2346984""]"
I12356871,Twitter & Social Media,2,"[""10.1109/tvcg.2012.228"", ""10.1109/tvcg.2014.2346432""]"
I123900574,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2006.169"", ""10.1109/tvcg.2020.3030414""]"
I124055696,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2015.2467951"", ""10.1109/tvcg.2016.2598498""]"
I124055696,Flow Fields & CFD Visualization,4,"[""10.1109/tvcg.2013.166"", ""10.1109/tvcg.2013.170"", ""10.1109/tvcg.2016.2598608"", ""10.1109/tvcg.2020.3028894""]"
I124055696,Time Series & Temporal Patterns,2,"[""10.1109/tvcg.2014.2346292"", ""10.1109/tvcg.2023.3327378""]"
I124227911,Dimensionality Reduction & Multivariate Plots,5,"[""10.1109/vast.2008.4677359"", ""10.1109/visual.1999.809877"", ""10.1109/visual.2000.885713"", ""10.1109/visual.2001.964534"", ""10.1109/visual.2002.1183760""]"
I124261462,VIS Literature & Bibliometrics,1,"[""10.1109/visual.2004.112""]"
I124357947,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/visual.1991.175801""]"
I124357947,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2016.2598789""]"
I124357947,Surgical Planning & Tomography,1,"[""10.1109/tvcg.2018.2864836""]"
I124357947,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2018.2865241""]"
I125749732,Twitter & Social Media,1,"[""10.1109/visual.1992.235216""]"
I125839683,Diffusion MRI & Tractography,1,"[""10.1109/tvcg.2024.3456389""]"
I125839683,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/scivis.2015.7429489"", ""10.1109/tvcg.2022.3209354""]"
I126307644,Dimensionality Reduction & Multivariate Plots,3,"[""10.1109/tvcg.2019.2934546"", ""10.1109/tvcg.2023.3326939"", ""10.1109/tvcg.2024.3456160""]"
I126533617,Diffusion MRI & Tractography,1,"[""10.1109/visual.1990.146362""]"
I126633494,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2020.3030338""]"
I126744593,Diffusion MRI & Tractography,3,"[""10.1109/tvcg.2014.2346411"", ""10.1109/visual.2002.1183777"", ""10.1109/visual.2002.1183828""]"
I126744593,Dimensionality Reduction & Multivariate Plots,3,"[""10.1109/infvis.2005.1532149"", ""10.1109/visual.1999.809913"", ""10.1109/visual.2002.1183769""]"
I126744593,Time Series & Temporal Patterns,1,"[""10.1109/infvis.2005.1532140""]"
I126744593,Twitter & Social Media,1,"[""10.1109/visual.1999.809882""]"
I126744593,VIS Literature & Bibliometrics,1,"[""10.1109/visual.2005.1532857""]"
I126820664,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/tvcg.2017.2743898"", ""10.1109/tvcg.2021.3114796""]"
I126863827,Twitter & Social Media,1,"[""10.1109/visual.1992.235198""]"
I127317711,Time Series & Temporal Patterns,1,"[""10.1109/infvis.2005.1532144""]"
I127558574,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2012.217""]"
I1280414376,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2016.2598667""]"
I1280536761,Dashboards & Infographics,1,"[""10.1109/visual.2003.1250420""]"
I1280536761,Dimensionality Reduction & Multivariate Plots,6,"[""10.1109/tvcg.2011.252"", ""10.1109/visual.1998.745289"", ""10.1109/visual.1998.745331"", ""10.1109/visual.1998.745336"", ""10.1109/visual.2001.964550"", ""10.1109/visual.2001.964564""]"
I1280536761,Flow Fields & CFD Visualization,2,"[""10.1109/visual.1991.175831"", ""10.1109/visual.1999.809864""]"
I1280536761,Meshes & Volume Rendering,18,"[""10.1109/visual.1991.175771"", ""10.1109/visual.1991.175773"", ""10.1109/visual.1992.235196"", ""10.1109/visual.1992.235211"", ""10.1109/visual.1993.398848"", ""10.1109/visual.1994.346311"", ""10.1109/visual.1994.346313"", ""10.1109/visual.1995.485145"", ""10.1109/visual.1995.485146"", ""10.1109/visual.1996.568117"", ""10.1109/visual.1997.663898"", ""10.1109/visual.1997.663910"", ""10.1109/visual.1997.663911"", ""10.1109/visual.1998.745297"", ""10.1109/visual.1999.809906"", ""10.1109/visual.2000.885690"", ""10.1109/visual.2004.55"", ""10.1109/visual.2005.1532831""]"
I1280536761,Surgical Planning & Tomography,2,"[""10.1109/visual.1999.809910"", ""10.1109/visual.1999.809911""]"
I1280536761,VIS Literature & Bibliometrics,5,"[""10.1109/tvcg.2006.128"", ""10.1109/visual.1990.146398"", ""10.1109/visual.1992.235202"", ""10.1109/visual.1996.568115"", ""10.1109/visual.1997.663888""]"
I1282105669,Diffusion MRI & Tractography,2,"[""10.1109/tvcg.2015.2468031"", ""10.1109/tvcg.2016.2599040""]"
I1282105669,Dimensionality Reduction & Multivariate Plots,6,"[""10.1109/tvcg.2018.2864808"", ""10.1109/tvcg.2019.2934312"", ""10.1109/tvcg.2022.3209413"", ""10.1109/tvcg.2023.3326905"", ""10.1109/tvcg.2024.3456182"", ""10.1109/vast.2017.8585646""]"
I1282105669,Meshes & Volume Rendering,4,"[""10.1109/scivis.2015.7429492"", ""10.1109/tvcg.2015.2466838"", ""10.1109/tvcg.2017.2744059"", ""10.1109/tvcg.2023.3327366""]"
I1282105669,Surgical Planning & Tomography,1,"[""10.1109/visual.1994.346341""]"
I1282105669,Twitter & Social Media,3,"[""10.1109/tvcg.2012.287"", ""10.1109/tvcg.2015.2467432"", ""10.1109/tvcg.2023.3326920""]"
I1282105669,VIS Literature & Bibliometrics,1,"[""10.1109/tvcg.2016.2599041""]"
I1282113950,Ultrasound Volume Rendering & Segmentation,1,"[""10.1109/vast.2007.4388994""]"
I1282311441,Dashboards & Infographics,7,"[""10.1109/tvcg.2006.143"", ""10.1109/tvcg.2014.2346458"", ""10.1109/tvcg.2015.2467412"", ""10.1109/tvcg.2020.3030381"", ""10.1109/tvcg.2023.3327186"", ""10.1109/visual.2000.885720"", ""10.1109/visual.2001.964525""]"
I1282311441,Dimensionality Reduction & Multivariate Plots,23,"[""10.1109/tvcg.2006.162"", ""10.1109/tvcg.2006.171"", ""10.1109/tvcg.2007.70587"", ""10.1109/tvcg.2011.199"", ""10.1109/tvcg.2012.286"", ""10.1109/tvcg.2013.174"", ""10.1109/tvcg.2014.2346456"", ""10.1109/tvcg.2017.2745141"", ""10.1109/tvcg.2018.2864853"", ""10.1109/tvcg.2018.2865230"", ""10.1109/tvcg.2020.3030357"", ""10.1109/visual.1991.175785"", ""10.1109/visual.1992.235192"", ""10.1109/visual.1992.235210"", ""10.1109/visual.1993.398877"", ""10.1109/visual.1996.568119"", ""10.1109/visual.1997.663860"", ""10.1109/visual.2000.885717"", ""10.1109/visual.2000.885724"", ""10.1109/visual.2003.1250408"", ""10.1109/visual.2004.4"", ""10.1109/visual.2005.1532800"", ""10.1109/visual.2005.1532815""]"
I1282311441,Flow Fields & CFD Visualization,1,"[""10.1109/visual.1993.398873""]"
I1282311441,Meshes & Volume Rendering,10,"[""10.1109/tvcg.2006.186"", ""10.1109/tvcg.2007.70595"", ""10.1109/tvcg.2011.162"", ""10.1109/tvcg.2017.2744079"", ""10.1109/visual.1993.398846"", ""10.1109/visual.1994.346312"", ""10.1109/visual.1995.480819"", ""10.1109/visual.1995.485146"", ""10.1109/visual.2002.1183830"", ""10.1109/visual.2004.68""]"
I1282311441,Twitter & Social Media,14,"[""10.1109/tvcg.2007.70603"", ""10.1109/tvcg.2008.110"", ""10.1109/tvcg.2010.213"", ""10.1109/tvcg.2011.244"", ""10.1109/tvcg.2011.245"", ""10.1109/tvcg.2012.209"", ""10.1109/tvcg.2012.287"", ""10.1109/tvcg.2015.2467432"", ""10.1109/tvcg.2018.2864848"", ""10.1109/tvcg.2019.2934257"", ""10.1109/tvcg.2019.2934594"", ""10.1109/tvcg.2021.3114819"", ""10.1109/visual.1998.745284"", ""10.1109/visual.2003.1250365""]"
I1282311441,VIS Literature & Bibliometrics,4,"[""10.1109/visual.1991.175811"", ""10.1109/visual.1992.235203"", ""10.1109/visual.1998.745340"", ""10.1109/visual.2005.1532795""]"
I1282770075,Meshes & Volume Rendering,1,"[""10.1109/visual.1990.146373""]"
I1282927834,Diffusion MRI & Tractography,1,"[""10.1109/visual.1998.745294""]"
I1283103587,Dimensionality Reduction & Multivariate Plots,18,"[""10.1109/infvis.2000.885089"", ""10.1109/infvis.2002.1173144"", ""10.1109/infvis.2004.66"", ""10.1109/infvis.2005.1532130"", ""10.1109/tvcg.2006.156"", ""10.1109/tvcg.2012.236"", ""10.1109/tvcg.2014.2346325"", ""10.1109/visual.1990.146369"", ""10.1109/visual.1991.175816"", ""10.1109/visual.1992.235206"", ""10.1109/visual.1992.235214"", ""10.1109/visual.1993.398870"", ""10.1109/visual.1999.809870"", ""10.1109/visual.1999.809875"", ""10.1109/visual.2001.964489"", ""10.1109/visual.2001.964502"", ""10.1109/visual.2001.964534"", ""10.1109/visual.2003.1250360""]"
I1283103587,Flow Fields & CFD Visualization,2,"[""10.1109/vast.2015.7347627"", ""10.1109/visual.1991.175786""]"
I1283103587,Time Series & Temporal Patterns,2,"[""10.1109/infvis.1998.729556"", ""10.1109/infvis.1998.729559""]"
I1283103587,Ultrasound Volume Rendering & Segmentation,1,"[""10.1109/visual.1999.809930""]"
I1283220839,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2022.3209437""]"
I1283220839,VIS Literature & Bibliometrics,1,"[""10.1109/tvcg.2016.2598695""]"
I1283280774,Diffusion MRI & Tractography,3,"[""10.1109/tvcg.2006.134"", ""10.1109/tvcg.2009.112"", ""10.1109/visual.2003.1250424""]"
I1283280774,Dimensionality Reduction & Multivariate Plots,4,"[""10.1109/tvcg.2008.148"", ""10.1109/tvcg.2011.192"", ""10.1109/tvcg.2019.2934402"", ""10.1109/tvcg.2021.3114786""]"
I1283382300,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/visual.1997.663928""]"
I1283382300,Meshes & Volume Rendering,1,"[""10.1109/visual.1999.809918""]"
I1283582996,Flow Fields & CFD Visualization,2,"[""10.1109/tvcg.2013.154"", ""10.1109/tvcg.2014.2346752""]"
I1283595831,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2015.2468078""]"
I1286329397,Twitter & Social Media,1,"[""10.1109/scivis.2015.7429486""]"
I1286353243,Dimensionality Reduction & Multivariate Plots,4,"[""10.1109/tvcg.2015.2468151"", ""10.1109/tvcg.2016.2598469"", ""10.1109/tvcg.2017.2745118"", ""10.1109/tvcg.2017.2745279""]"
I1286353243,Flow Fields & CFD Visualization,2,"[""10.1109/tvcg.2016.2598444"", ""10.1109/tvcg.2021.3114844""]"
I1286704778,VIS Literature & Bibliometrics,2,"[""10.1109/visual.1992.235180"", ""10.1109/visual.2004.112""]"
I1286959531,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2017.2743998""]"
I1287378978,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2023.3326589""]"
I1287521167,Twitter & Social Media,1,"[""10.1109/infvis.1995.528694""]"
I1288214837,Dimensionality Reduction & Multivariate Plots,4,"[""10.1109/vast.2009.5332586"", ""10.1109/visual.1995.480791"", ""10.1109/visual.1997.663882"", ""10.1109/visual.1999.809900""]"
I1288214837,Meshes & Volume Rendering,5,"[""10.1109/visual.1992.235212"", ""10.1109/visual.1996.568128"", ""10.1109/visual.1998.745344"", ""10.1109/visual.1998.745350"", ""10.1109/visual.2000.885727""]"
I1288214837,Time Series & Temporal Patterns,2,"[""10.1109/tvcg.2011.194"", ""10.1109/tvcg.2012.223""]"
I1288214837,Twitter & Social Media,1,"[""10.1109/infvis.1996.559225""]"
I1288214837,VIS Literature & Bibliometrics,1,"[""10.1109/visual.1991.175784""]"
I1288783943,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2023.3326580""]"
I1288882113,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2014.2346459""]"
I1289243028,Dimensionality Reduction & Multivariate Plots,7,"[""10.1109/tvcg.2006.175"", ""10.1109/tvcg.2008.184"", ""10.1109/tvcg.2014.2346755"", ""10.1109/tvcg.2015.2467551"", ""10.1109/tvcg.2022.3209424"", ""10.1109/tvcg.2022.3209495"", ""10.1109/tvcg.2024.3456393""]"
I1289243028,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2010.133""]"
I1289243028,Surgical Planning & Tomography,2,"[""10.1109/visual.2003.1250391"", ""10.1109/visual.2004.110""]"
I1289243028,Twitter & Social Media,2,"[""10.1109/tvcg.2012.287"", ""10.1109/tvcg.2023.3326592""]"
I1289243028,Ultrasound Volume Rendering & Segmentation,1,"[""10.1109/tvcg.2018.2865029""]"
I1289490764,Meshes & Volume Rendering,1,"[""10.1109/vast.2007.4388997""]"
I1289530486,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2009.116""]"
I1290206253,Diffusion MRI & Tractography,3,"[""10.1109/tvcg.2010.210"", ""10.1109/tvcg.2022.3209450"", ""10.1109/visual.2003.1250392""]"
I1290206253,Dimensionality Reduction & Multivariate Plots,22,"[""10.1109/tvcg.2007.70561"", ""10.1109/tvcg.2008.130"", ""10.1109/tvcg.2009.109"", ""10.1109/tvcg.2010.175"", ""10.1109/tvcg.2010.194"", ""10.1109/tvcg.2010.222"", ""10.1109/tvcg.2012.275"", ""10.1109/tvcg.2012.291"", ""10.1109/tvcg.2013.151"", ""10.1109/tvcg.2014.2346293"", ""10.1109/tvcg.2014.2346433"", ""10.1109/tvcg.2014.2346919"", ""10.1109/tvcg.2014.2346920"", ""10.1109/tvcg.2016.2598958"", ""10.1109/tvcg.2018.2865142"", ""10.1109/tvcg.2018.2865234"", ""10.1109/tvcg.2023.3327354"", ""10.1109/tvcg.2024.3456320"", ""10.1109/vast.2008.4677364"", ""10.1109/vast.2010.5652880"", ""10.1109/visual.1998.745282"", ""10.1109/visual.1999.809869""]"
I1290206253,Flow Fields & CFD Visualization,3,"[""10.1109/tvcg.2018.2864903"", ""10.1109/tvcg.2018.2865145"", ""10.1109/tvcg.2023.3326585""]"
I1290206253,Meshes & Volume Rendering,2,"[""10.1109/tvcg.2007.70537"", ""10.1109/tvcg.2009.146""]"
I1290206253,Surgical Planning & Tomography,4,"[""10.1109/tvcg.2013.119"", ""10.1109/tvcg.2013.191"", ""10.1109/tvcg.2021.3114826"", ""10.1109/tvcg.2021.3114849""]"
I1290206253,Time Series & Temporal Patterns,3,"[""10.1109/tvcg.2011.186"", ""10.1109/tvcg.2011.251"", ""10.1109/tvcg.2012.204""]"
I1290206253,Twitter & Social Media,2,"[""10.1109/tvcg.2014.2346747"", ""10.1109/vast.2010.5652896""]"
I1290206253,Ultrasound Volume Rendering & Segmentation,1,"[""10.1109/vast.2010.5652910""]"
I1290206253,VIS Literature & Bibliometrics,2,"[""10.1109/tvcg.2008.125"", ""10.1109/tvcg.2019.2934397""]"
I12912129,Dimensionality Reduction & Multivariate Plots,11,"[""10.1109/tvcg.2012.291"", ""10.1109/tvcg.2018.2865076"", ""10.1109/tvcg.2020.3030434"", ""10.1109/tvcg.2021.3114756"", ""10.1109/tvcg.2022.3209359"", ""10.1109/tvcg.2022.3209443"", ""10.1109/tvcg.2022.3209457"", ""10.1109/tvcg.2023.3326589"", ""10.1109/tvcg.2023.3326590"", ""10.1109/tvcg.2024.3456349"", ""10.1109/tvcg.2024.3456396""]"
I12912129,Flow Fields & CFD Visualization,5,"[""10.1109/tvcg.2022.3209421"", ""10.1109/tvcg.2023.3326919"", ""10.1109/tvcg.2023.3327158"", ""10.1109/tvcg.2023.3327368"", ""10.1109/tvcg.2024.3456344""]"
I12912129,Meshes & Volume Rendering,1,"[""10.1109/tvcg.2022.3209407""]"
I12912129,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2020.3030472""]"
I12912129,Ultrasound Volume Rendering & Segmentation,1,"[""10.1109/tvcg.2022.3209412""]"
I1291425158,Dimensionality Reduction & Multivariate Plots,6,"[""10.1109/infvis.2003.1249007"", ""10.1109/tvcg.2007.70617"", ""10.1109/tvcg.2012.224"", ""10.1109/tvcg.2014.2346297"", ""10.1109/tvcg.2017.2744478"", ""10.1109/tvcg.2024.3456354""]"
I1291425158,Surgical Planning & Tomography,3,"[""10.1109/tvcg.2017.2744878"", ""10.1109/tvcg.2018.2864500"", ""10.1109/tvcg.2019.2934619""]"
I1291425158,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2015.2467195""]"
I1291425158,Twitter & Social Media,1,"[""10.1109/vast.2007.4389008""]"
I1292875679,Diffusion MRI & Tractography,1,"[""10.1109/visual.1993.398881""]"
I1292875679,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2016.2598885""]"
I1292875679,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2018.2865192""]"
I1292875679,VIS Literature & Bibliometrics,2,"[""10.1109/visual.1990.146372"", ""10.1109/visual.1991.175830""]"
I1292974536,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/visual.1992.235200"", ""10.1109/visual.2001.964518""]"
I1294297726,Surgical Planning & Tomography,3,"[""10.1109/tvcg.2012.244"", ""10.1109/tvcg.2019.2934401"", ""10.1109/tvcg.2020.3030412""]"
I1294671590,Dashboards & Infographics,1,"[""10.1109/visual.1999.809898""]"
I1294671590,Dimensionality Reduction & Multivariate Plots,9,"[""10.1109/infvis.2004.47"", ""10.1109/tvcg.2011.160"", ""10.1109/tvcg.2018.2865142"", ""10.1109/tvcg.2022.3209480"", ""10.1109/tvcg.2022.3209487"", ""10.1109/tvcg.2023.3326941"", ""10.1109/tvcg.2023.3327369"", ""10.1109/visual.1998.745327"", ""10.1109/visual.2005.1532787""]"
I1294671590,Flow Fields & CFD Visualization,10,"[""10.1109/tvcg.2021.3114844"", ""10.1109/tvcg.2022.3209390"", ""10.1109/tvcg.2023.3326517"", ""10.1109/tvcg.2023.3327361"", ""10.1109/tvcg.2023.3327402"", ""10.1109/tvcg.2024.3456318"", ""10.1109/tvcg.2024.3456319"", ""10.1109/tvcg.2024.3456327"", ""10.1109/tvcg.2024.3456335"", ""10.1109/tvcg.2024.3456404""]"
I1294671590,Meshes & Volume Rendering,2,"[""10.1109/tvcg.2024.3456368"", ""10.1109/visual.1993.398897""]"
I1294671590,Time Series & Temporal Patterns,1,"[""10.1109/tvcg.2023.3326596""]"
I1294671590,Twitter & Social Media,6,"[""10.1109/tvcg.2012.228"", ""10.1109/tvcg.2014.2346434"", ""10.1109/tvcg.2018.2864432"", ""10.1109/tvcg.2019.2934256"", ""10.1109/tvcg.2020.3030353"", ""10.1109/tvcg.2023.3326601""]"
I1295339012,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/visual.1990.146412"", ""10.1109/visual.2001.964517""]"
I1295339012,Flow Fields & CFD Visualization,1,"[""10.1109/infvis.1995.528687""]"
I1295339012,Meshes & Volume Rendering,3,"[""10.1109/visual.1993.398895"", ""10.1109/visual.1995.485150"", ""10.1109/visual.2003.1250380""]"
I1295339012,Surgical Planning & Tomography,1,"[""10.1109/visual.2002.1183775""]"
I1295801184,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2006.195""]"
I129604602,Diffusion MRI & Tractography,1,"[""10.1109/tvcg.2009.120""]"
I129604602,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2017.2744418""]"
I129604602,Flow Fields & CFD Visualization,2,"[""10.1109/infvis.2004.65"", ""10.1109/tvcg.2012.221""]"
I1297288678,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/tvcg.2011.199""]"
I129774422,Diffusion MRI & Tractography,1,"[""10.1109/tvcg.2014.2346324""]"
I129774422,Dimensionality Reduction & Multivariate Plots,11,"[""10.1109/tvcg.2010.160"", ""10.1109/tvcg.2013.126"", ""10.1109/tvcg.2014.2346321"", ""10.1109/tvcg.2016.2598827"", ""10.1109/tvcg.2017.2744138"", ""10.1109/tvcg.2017.2744758"", ""10.1109/tvcg.2017.2745919"", ""10.1109/tvcg.2022.3209485"", ""10.1109/tvcg.2024.3456406"", ""10.1109/visual.2002.1183812"", ""10.1109/visual.2004.72""]"
I129774422,Flow Fields & CFD Visualization,2,"[""10.1109/tvcg.2017.2745859"", ""10.1109/tvcg.2024.3456145""]"
I129774422,Meshes & Volume Rendering,1,"[""10.1109/visual.1998.745317""]"
I129774422,Surgical Planning & Tomography,2,"[""10.1109/tvcg.2017.2744818"", ""10.1109/tvcg.2017.2745158""]"
I129774422,Time Series & Temporal Patterns,4,"[""10.1109/tvcg.2013.153"", ""10.1109/tvcg.2014.2346578"", ""10.1109/tvcg.2016.2598495"", ""10.1109/tvcg.2016.2598589""]"
I129774422,Ultrasound Volume Rendering & Segmentation,1,"[""10.1109/infvis.2002.1173149""]"
I1297991670,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/vast.2016.7883510""]"
I1298353152,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/vast.2015.7347625""]"
I1298353152,Surgical Planning & Tomography,1,"[""10.1109/visual.2000.885740""]"
I1299022934,Diffusion MRI & Tractography,2,"[""10.1109/visual.2001.964545"", ""10.1109/visual.2005.1532807""]"
I1299022934,Dimensionality Reduction & Multivariate Plots,2,"[""10.1109/visual.1999.809913"", ""10.1109/visual.2005.1532806""]"
I129902397,Dimensionality Reduction & Multivariate Plots,1,"[""10.1109/vast.2012.6400484""]"
I129902397,Surgical Planning & Tomography,1,"[""10.1109/tvcg.2020.3030354""]"
I1299303238,Diffusion MRI & Tractography,2,"[""10.1109/visual.2001.964545"", ""10.1109/visual.2005.1532807""]"
I1299303238,Dimensionality Reduction & Multivariate Plots,5,"[""10.1109/tvcg.2018.2864884"", ""10.1109/tvcg.2019.2934786"", ""10.1109/tvcg.2020.3030429"", ""10.1109/visual.1999.809913"", ""10.1109/visual.2005.1532806""]"
I1299907687,Flow Fields & CFD Visualization,1,"[""10.1109/vast50239.2020.00007""]"
I1299907687,Surgical Planning & Tomography,1,"[""10.1109/tvcg.2020.3030342""]"
I1302368450,VIS Literature & Bibliometrics,3,"[""10.1109/visual.1995.485169"", ""10.1109/visual.1996.568145"", ""10.1109/visual.1998.745345""]"
I130238516,Diffusion MRI & Tractography,1,"[""10.1109/visual.2005.1532812""]"
I130238516,Dimensionality Reduction & Multivariate Plots,10,"[""10.1109/infvis.1997.636761"", ""10.1109/infvis.1998.729560"", ""10.1109/infvis.2004.52"", ""10.1109/tvcg.2009.152"", ""10.1109/tvcg.2010.221"", ""10.1109/tvcg.2018.2865051"", ""10.1109/tvcg.2019.2934546"", ""10.1109/tvcg.2024.3456364"", ""10.1109/visual.2001.964492"", ""10.1109/visual.2005.1532846""]"
I130238516,Flow Fields & CFD Visualization,1,"[""10.1109/tvcg.2024.3456377""]"
I130238516,Meshes & Volume Rendering,7,"[""10.1109/tvcg.2013.121"", ""10.1109/tvcg.2013.147"", ""10.1109/tvcg.2014.2346911"", ""10.1109/tvcg.2024.3456332"", ""10.1109/visual.1995.480794"", ""10.1109/visual.1996.567796"", ""10.1109/visual.2003.1250362""]"
