institution_id,display_name,ror,type,country_code,country_name,world_region,city,region,latitude,longitude,homepage_url,works_count_openalex,cited_by_count_openalex,n_papers_dataset,n_authors_dataset,region_final
I4210116319,Maxon Motor (Switzerland),https://ror.org/02dr5rf50,company,CH,Switzerland,Europe,Sachseln,,46.86091995239258,8.221232414245605,https://www.maxonmotor.com,40,624,1,1,Europe
I4210116376,SUNY Korea,https://ror.org/02d07gm56,education,KR,"Korea, Republic of",Asia,Seoul,,37.37701797485352,126.6667709350586,http://www.sunykorea.ac.kr/,680,11005,2,2,Asia
I4210116730,Universitätsmedizin Göttingen,https://ror.org/021ft0n22,other,DE,Germany,Europe,Göttingen,,51.53443145751953,9.932279586791992,https://www.umg.eu/,35450,1251963,1,1,Europe
I4210117238,National Influenza Center,https://ror.org/02r14vp15,government,MN,Mongolia,Asia,Ulaanbaatar,,47.91360855102539,106.9436492919922,http://www.flu.mn/eng,523,58075,1,1,Asia
I4210117453,Dana-Farber Cancer Institute,https://ror.org/02jzgtq86,facility,US,United States,Americas,Boston,,42.358428955078125,-71.05976867675781,http://www.dana-farber.org/,80230,24549569,2,3,North America
I4210117871,"Systems, Applications & Products in Data Processing (Canada)",https://ror.org/025jhd967,company,CA,Canada,Americas,Toronto,Ontario,43.74700546264648,-79.40875244140625,http://www.sap.com/canada/index.html,746,12001,2,1,North America
I4210118379,Aptima (United States),https://ror.org/02js2n445,company,US,United States,Americas,Woburn,Massachusetts,42.50838851928711,-71.15047454833984,http://www.aptima.com/,436,10581,3,1,North America
I4210118524,Université Bourgogne Franche-Comté,https://ror.org/02dn7x778,education,FR,France,Europe,Besançon,,47.248779296875,6.0181498527526855,http://www.ubfc.fr/,47738,6202568,1,1,Europe
I4210118689,Joint Research Centre,https://ror.org/02qezmz13,government,IT,Italy,Europe,Ispra,,45.81480026245117,8.612939834594727,https://ec.europa.eu/jrc/,19196,2399425,1,1,Europe
I4210119061,Institut de Recherche en Informatique de Toulouse,https://ror.org/01rx4qw44,facility,FR,France,Europe,Toulouse,,43.6042594909668,1.4436700344085691,https://www.irit.fr,14159,371906,5,6,Europe
I4210119109,Indiana University Bloomington,https://ror.org/02k40bc56,education,US,United States,Americas,Bloomington,,39.16532897949219,-86.5263900756836,https://bloomington.iu.edu,100383,10196309,19,14,North America
I4210119257,University of Information Technology and Communications,https://ror.org/028h0pd91,education,IQ,Iraq,Asia,Baghdad,,33.340579986572266,44.40087890625,https://uoitc.edu.iq/,984,23261,1,1,Asia
I4210119362,Hahn-Schickard-Gesellschaft für angewandte Forschung,https://ror.org/02reezy47,nonprofit,DE,Germany,Europe,Villingen-Schwenningen,,48.06486892700195,8.4904146194458,http://www.hahn-schickard.de/en/,1257,79114,1,1,Europe
I4210119669,Boehringer Ingelheim (Austria),https://ror.org/026vtvm28,company,AT,Austria,Europe,Vienna,,48.20848846435547,16.372079849243164,https://www.boehringer-ingelheim.at/en,1130,237270,1,1,Europe
I4210119712,Max Planck Institute for Mathematics,https://ror.org/02dh8ja68,facility,DE,Germany,Europe,Bonn,,50.734378814697266,7.095489978790283,https://www.mpim-bonn.mpg.de/,7483,155752,1,2,Europe
I4210120115,Robert Bosch (United States),https://ror.org/02venad53,company,US,United States,Americas,Farmington Hills,,42.48530960083008,-83.37715911865234,http://www.bosch.us/en/us/startpage_1/country-landingpage.php,1882,86972,14,15,North America
I4210120727,Ecole Nationale du Génie de l'Eau et de l'Environnement de Strasbourg (ENGEES),https://ror.org/02jhjzd11,education,FR,France,Europe,Strasbourg,,48.58391952514648,7.745530128479004,https://engees.unistra.fr,766,21303,1,1,Europe
I4210120900,Stanford Synchrotron Radiation Lightsource,https://ror.org/02vzbm991,facility,US,United States,Americas,Menlo Park,,37.45383071899414,-122.18218994140624,https://www-ssrl.slac.stanford.edu,15159,2473303,1,1,North America
I4210121405,Centre for Artificial Intelligence and Robotics,https://ror.org/01xnbq218,facility,IN,India,Asia,Bengaluru,,12.986627578735352,77.66790008544922,https://www.drdo.gov.in/labs-and-establishments/centre-artificial-intelligence-robotics-cair,1233,22617,1,1,Asia
I4210121445,Institute for Development and Economic Analysis,https://ror.org/02h0a0v43,nonprofit,ID,Indonesia,Asia,Yogyakarta,,-7.762575149536133,110.37908172607422,http://perkumpulanidea.or.id/,738,4910,1,1,Asia
I4210121626,Signal Processing (United States),https://ror.org/021gzyw51,company,US,United States,Americas,Rockville,Maryland,39.080509185791016,-77.23397827148438,http://www.signalpro.net/,4879,125510,1,3,North America
I4210121838,Laboratoire Lorrain de Recherche en Informatique et ses Applications,https://ror.org/02vnf0c38,facility,FR,France,Europe,Nancy,,48.68439102172851,6.184959888458252,https://www.loria.fr,8327,152520,3,7,Europe
I4210121844,IBM (United Kingdom),https://ror.org/02wat9f69,company,GB,United Kingdom,Europe,Winchester,,51.065128326416016,-1.3186999559402466,https://www.ibm.com/in-en,799,16146,1,4,Europe
I4210121988,Film Independent,https://ror.org/036cy3843,nonprofit,US,United States,Americas,Los Angeles,California,34.052024841308594,-118.25933074951172,https://www.filmindependent.org/,19896,142922,1,1,North America
I4210122684,Sony Computer Science Laboratories,https://ror.org/02nc46417,facility,JP,Japan,Asia,Tokyo,,35.6259651184082,139.73052978515625,https://www.sonycsl.co.jp/,2908,156408,2,2,Asia
I4210122731,Digital Wave (United States),https://ror.org/02t3fqk56,company,US,United States,Americas,Centennial,Colorado,39.59778594970703,-104.83718872070312,https://www.digitalwavecorp.com/,2403,210113,2,2,North America
I4210122765,Kaiser-Franz-Josef-Spital,https://ror.org/02p47pe37,healthcare,AT,Austria,Europe,Vienna,,48.1742057800293,16.350738525390625,http://www.wienkav.at/kav/kfj/,2257,129945,2,2,Europe
I4210122849,Philips (Netherlands),https://ror.org/02p2bgp27,company,NL,Netherlands,Europe,Amsterdam,,52.37403106689453,4.889689922332764,http://www.philips.nl/?locale_org=global,17997,1277215,5,5,Europe
I4210122954,MIT Lincoln Laboratory,https://ror.org/022z6jk58,facility,US,United States,Americas,Lexington,Massachusetts,42.458980560302734,-71.26749420166016,https://www.ll.mit.edu/,13377,1012781,1,2,North America
I4210123171,Museum of Decorative Arts in Prague,https://ror.org/02y7mzf89,archive,CZ,Czechia,Europe,Prague,,50.08992004394531,14.416396141052246,http://www.upm.cz/?language=en,1369,3909,1,1,Europe
I4210123185,Zhejiang Lab,https://ror.org/02m2h7991,facility,CN,China,Asia,Hangzhou,,30.271240234375,119.96514892578124,https://www.zhejianglab.com/,11102,384000,8,17,Asia
I4210124175,Center for Astrophysics Harvard & Smithsonian,https://ror.org/03c3r2d17,education,US,United States,Americas,Cambridge,,42.375099182128906,-71.1056137084961,https://pweb.cfa.harvard.edu/,56227,4720734,1,3,North America
I4210124474,Swanson Center,https://ror.org/0362zrb32,healthcare,US,United States,Americas,Leawood,Kansas,38.92085266113281,-94.64747619628906,http://www.swansoncenter.com/,808,25393,1,1,North America
I4210124503,Fraunhofer Institute for Machine Tools and Forming Technology,https://ror.org/026taa863,facility,DE,Germany,Europe,Chemnitz,,50.81425094604492,12.926292419433594,http://www.iwu.fraunhofer.de/en.html,2043,57102,1,1,Europe
I4210124949,Microsoft Research (India),https://ror.org/02w7f3w92,company,IN,India,Asia,Bengaluru,,12.96633243560791,77.59627532958984,http://research.microsoft.com/en-us/labs/india/,2300,174084,1,1,Asia
I4210125099,Mayo Clinic in Arizona,https://ror.org/03jp40720,healthcare,US,United States,Americas,Scottsdale,,33.50920867919922,-111.89903259277344,https://www.mayoclinic.org/patient-visitor-guide/arizona,99122,10185811,1,1,North America
I4210125647,"Istituto Nazionale di Fisica Nucleare, Sezione di Genova",https://ror.org/02v89pq06,facility,IT,Italy,Europe,Genoa,,44.404781341552734,8.944390296936035,https://www.ge.infn.it,10413,2921786,1,1,Europe
I4210125796,University Children's Hospital Tübingen,https://ror.org/03esvmb28,healthcare,DE,Germany,Europe,Tübingen,,48.52960968017578,9.038100242614746,https://www.medizin.uni-tuebingen.de/kinderklinik/en/,9825,765165,1,2,Europe
I4210125843,University Hospital Leipzig,https://ror.org/028hv5492,healthcare,DE,Germany,Europe,Leipzig,,51.33082962036133,12.385819435119627,http://www.uniklinikum-leipzig.de/,16632,790216,1,1,Europe
I4210126298,Duke Medical Center,https://ror.org/03njmea73,healthcare,US,United States,Americas,Durham,,35.9940299987793,-78.89862060546875,https://www.dukehealth.org/locations/duke-university-medical-center,104976,17935427,2,2,North America
I4210126360,Inria Saclay - Île de France,https://ror.org/0315e5x55,government,FR,France,Europe,Palaiseau,,48.71828079223633,2.249799966812134,http://www.inria.fr/en/centre/saclay,3355,123434,3,5,Europe
I4210126794,IBM Research (China),https://ror.org/02yg1pf55,company,CN,China,Asia,Beijing,,39.907501220703125,116.39723205566406,http://research.ibm.com/labs/china/index.shtml,1343,74214,2,2,Asia
I4210126846,Information Technology Laboratory,https://ror.org/0440c3437,government,US,United States,Americas,Gaithersburg,Maryland,39.14091873168945,-77.21875762939453,https://www.nist.gov/itl,2108,127743,1,1,North America
I4210127074,Zhongshan Hospital,https://ror.org/032x22645,healthcare,CN,China,Asia,Shanghai,,31.20899200439453,121.42257690429688,http://www.zs-hospital.sh.cn/e/intro/,37865,2912984,1,3,Asia
I4210127166,Centre Inria de l'Université de Lorraine,https://ror.org/03fcjvn64,facility,FR,France,Europe,Villers-lès-Nancy,,48.6733283996582,6.152830123901367,https://www.inria.fr/fr/centre-inria-universite-lorraine,1770,49838,1,2,Europe
I4210127226,Robert Bosch (Slovenia),https://ror.org/03248dr08,company,SI,Slovenia,Europe,Krško,,46.08210754394531,14.480009078979492,http://www.bosch.si/en/si/startpage_11/country-landingpage.php,130,2195,1,1,Europe
I4210127322,Procomcure Biotech (Austria),https://ror.org/035g5pd63,company,AT,Austria,Europe,Anif,,47.732364654541016,13.074089050292969,https://shop.procomcure.com/,221,3503,1,1,Europe
I4210127401,Tisch Hospital,https://ror.org/02gkddr41,healthcare,US,United States,Americas,New York,,40.71427154541016,-74.00596618652344,https://nyulangone.org/locations/tisch-hospital,1964,166041,1,1,North America
I4210127646,Max Planck Institute for Gravitational Physics,https://ror.org/03sry2h30,facility,DE,Germany,Europe,Potsdam,,52.41638946533203,12.96916675567627,http://www.aei.mpg.de/,13210,8308029,1,1,Europe
I4210127843,First Automotive Works (China),https://ror.org/0353t4m91,company,CN,China,Asia,Changchun,,43.91273880004883,125.3150863647461,http://www.faw.com/,2440,29237,1,2,Asia
I4210127875,Nvidia (United States),https://ror.org/03jdj4y14,company,US,United States,Americas,Santa Clara,,37.35411071777344,-121.95523834228516,http://www.nvidia.com/page/home.html,4172,303944,6,7,North America
I4210127902,Leibniz Institute of Plant Genetics and Crop Plant Research,https://ror.org/02skbsp27,facility,DE,Germany,Europe,Gatersleben,,51.82215118408203,11.286609649658203,http://www.ipk-gatersleben.de/,215526,657612,1,1,Europe
I4210128666,Institut Claudius Regaud,https://ror.org/03pa87f90,healthcare,FR,France,Europe,Toulouse,,43.59964370727539,1.4321420192718506,http://eng.claudiusregaud.fr/,4692,477869,1,3,Europe
I4210128818,Institute of Software,https://ror.org/033dfsn42,facility,CN,China,Asia,Beijing,,39.907501220703125,116.39723205566406,http://english.is.cas.cn/,12592,315269,4,15,Asia
I4210129173,Defense Systems (United States),https://ror.org/03dafc138,company,US,United States,Americas,Vienna,Virginia,38.928558349609375,-77.24669647216797,https://defensesystems.com/,1950,45410,1,1,North America
I4210129730,RIKEN Center for Computational Science,https://ror.org/03r519674,facility,JP,Japan,Asia,Kobe,,34.69129943847656,135.18299865722656,https://www.r-ccs.riken.jp/jp/,4083,215126,1,2,Asia
I4210130048,Royal Victoria Hospital,https://ror.org/03rq50d77,healthcare,GB,United Kingdom,Europe,Belfast,,54.59400177001953,-5.953000068664551,http://www.belfasttrust.hscni.net/hospitals/RVHIntro.htm,9904,768944,1,2,Europe
I4210130112,China Academy of Information and Communications Technology,https://ror.org/038dte259,facility,CN,China,Asia,Beijing,,39.97563934326172,116.3373031616211,http://www.caict.ac.cn,3038,37942,1,3,Asia
I4210131230,Philips (United States),https://ror.org/03kw6wr76,company,US,United States,Americas,Andover,,42.65842819213867,-71.13700103759766,http://www.usa.philips.com/,8251,440368,1,2,North America
I4210131308,I.R.C.C.S. Oasi Maria SS,https://ror.org/03cvbjc43,facility,IT,Italy,Europe,Troina,,37.78373718261719,14.59777545928955,http://eng.irccs.oasi.en.it/,1887,124391,1,2,Europe
I4210131712,Oklahoma State University Oklahoma City,https://ror.org/03y1zyv86,education,US,United States,Americas,Oklahoma City,Oklahoma,35.47516632080078,-97.58203887939452,http://www.osuokc.edu/home/,15097,363831,1,1,North America
I4210131883,Brazilian Society of Computational and Applied Mathematics,https://ror.org/03kcw4w74,other,BR,Brazil,Americas,São Carlos,,-22.014020919799805,-47.8764762878418,http://www.sbmac.org.br/,3651,79369,2,6,South America
I4210131986,Centro Universitario de Tecnología y Arte Digital,https://ror.org/03pzf1r57,education,ES,Spain,Europe,Las Rozas de Madrid,,40.492919921875,-3.8737099170684814,https://u-tad.com,120,1227,1,1,Europe
I4210132870,Xerox (United States),https://ror.org/03jwzwq24,company,US,United States,Americas,Norwalk,California,41.14459991455078,-73.43010711669922,http://www.xerox.com/,2811,124962,1,2,North America
I4210133125,Mitsubishi Electric (Japan),https://ror.org/033y26782,company,JP,Japan,Asia,Tokyo,,35.678367614746094,139.76487731933594,http://www.mitsubishielectric.com/,12540,390449,2,2,Asia
I4210133173,Research!America (United States),https://ror.org/044pgyv50,company,US,United States,Americas,Alexandria,Virginia,38.858402252197266,-77.05022430419922,https://www.researchamerica.org/,935,58425,1,1,North America
I4210133271,Imagination Technologies (United Kingdom),https://ror.org/03rf62a76,company,GB,United Kingdom,Europe,Kings Langley,,51.70758438110352,-0.4403449892997741,https://www.imgtec.com/,160,2042,1,1,Europe
I4210133362,Institut National de Physique Nucléaire et de Physique des Particules,https://ror.org/03fd77x13,facility,FR,France,Europe,Paris,,48.85340881347656,2.34879994392395,http://www.in2p3.fr/,24777,18267023,1,2,Europe
I4210133369,Decision Sciences (United States),https://ror.org/03gcvf773,company,US,United States,Americas,Fort Walton Beach,Florida,30.44859313964844,-86.61835479736328,http://decisionsciencesinc.com/,11527,832460,1,2,North America
I4210133934,Bernstein Center for Computational Neuroscience Tübingen,https://ror.org/03kfnwp54,government,DE,Germany,Europe,Tübingen,,48.53169631958008,9.041913032531738,http://www.nncn.de/en/the-network/Network-Partners/BCCN-en/bccntuebingen,4775,170976,2,4,Europe
I4210134051,ITS (United Kingdom),https://ror.org/033sdmz09,company,GB,United Kingdom,Europe,London,,51.51266098022461,-0.1305280029773712,http://its-uk.org.uk/,259,19515,1,2,Europe
I4210134504,Universidad Católica San Pablo,https://ror.org/03db1hz44,education,PE,Peru,Americas,Arequipa,,-16.390050888061523,-71.53572082519531,http://ucsp.edu.pe/,1460,9469,1,2,South America
I4210134512,GE Global Research (United States),https://ror.org/03e06qt98,company,US,United States,Americas,Niskayuna,,42.77980041503906,-73.8456802368164,http://www.geglobalresearch.com/,5500,322468,5,5,North America
I4210135180,Filmuniversität Babelsberg KONRAD WOLF,https://ror.org/04qbqv677,education,DE,Germany,Europe,Potsdam,,52.39886093139648,13.06566047668457,https://www.filmuniversitaet.de,568,2802,1,2,Europe
I4210135252,University of Minnesota Medical Center,https://ror.org/03e1ayz78,healthcare,US,United States,Americas,Minneapolis,Minnesota,44.97148513793945,-93.2320556640625,http://www.uofmmedicalcenter.org/,27135,2664561,2,2,North America
I4210135298,Jensen Hughes (United States),https://ror.org/033wnbm63,company,US,United States,Americas,Baltimore,Maryland,39.25348281860352,-76.67543029785156,https://www.jensenhughes.com/,2535,88883,1,2,North America
I4210135397,Zentrum für Foren in der Grafischen Datenverarbeitung,https://ror.org/030chcw72,nonprofit,DE,Germany,Europe,Darmstadt,,49.87246322631836,8.6506929397583,http://www.zgdv.de/,419,6719,4,6,Europe
